facility_id,facility_name,facility_type,address,city,state,zip_code,bed_capacity
298,New York Diagnostic Center #298,Diagnostic Center,7318 Health Parkway,New York,NY,10001,90
299,San Jose General Hospital #299,General Hospital,1804 Health Parkway,San Jose,CA,95101,779
300,New York General Hospital #300,General Hospital,5389 Health Parkway,New York,NY,10001,269
301,Chicago Diagnostic Center #301,Diagnostic Center,4350 Health Parkway,Chicago,IL,60601,755
302,Phoenix Urgent Care #302,Urgent Care,870 Health Parkway,Phoenix,AZ,85001,636
303,Austin Urgent Care #303,Urgent Care,8679 Health Parkway,Austin,TX,78701,141
304,Austin General Hospital #304,General Hospital,6669 Health Parkway,Austin,TX,78701,537
305,Dallas Urgent Care #305,Urgent Care,5727 Health Parkway,Dallas,TX,75201,776
306,Denver Specialty Clinic #306,Specialty Clinic,8910 Health Parkway,Denver,CO,80201,732
307,Philadelphia General Hospital #307,General Hospital,1022 Health Parkway,Philadelphia,PA,19101,608
308,New York Urgent Care #308,Urgent Care,1054 Health Parkway,New York,NY,10001,619
309,Los Angeles General Hospital #309,General Hospital,8512 Health Parkway,Los Angeles,CA,90001,460
310,Los Angeles Diagnostic Center #310,Diagnostic Center,9034 Health Parkway,Los Angeles,CA,90001,411
311,San Jose Specialty Clinic #311,Specialty Clinic,7463 Health Parkway,San Jose,CA,95101,125
312,Dallas General Hospital #312,General Hospital,8551 Health Parkway,Dallas,TX,75201,561
313,Austin General Hospital #313,General Hospital,1145 Health Parkway,Austin,TX,78701,628
314,Houston Specialty Clinic #314,Specialty Clinic,4693 Health Parkway,Houston,TX,77001,725
315,San Antonio Urgent Care #315,Urgent Care,443 Health Parkway,San Antonio,TX,78201,46
316,San Jose Specialty Clinic #316,Specialty Clinic,7325 Health Parkway,San Jose,CA,95101,187
317,Boston Specialty Clinic #317,Specialty Clinic,1551 Health Parkway,Boston,MA,02101,605
318,Phoenix General Hospital #318,General Hospital,6369 Health Parkway,Phoenix,AZ,85001,48
319,Philadelphia Specialty Clinic #319,Specialty Clinic,6827 Health Parkway,Philadelphia,PA,19101,409
320,Dallas Urgent Care #320,Urgent Care,473 Health Parkway,Dallas,TX,75201,254
321,Philadelphia General Hospital #321,General Hospital,6442 Health Parkway,Philadelphia,PA,19101,457
322,Denver General Hospital #322,General Hospital,4689 Health Parkway,Denver,CO,80201,718
323,Denver Diagnostic Center #323,Diagnostic Center,2749 Health Parkway,Denver,CO,80201,296
324,Chicago Specialty Clinic #324,Specialty Clinic,3175 Health Parkway,Chicago,IL,60601,404
325,Dallas Specialty Clinic #325,Specialty Clinic,2358 Health Parkway,Dallas,TX,75201,348
326,Chicago Urgent Care #326,Urgent Care,3586 Health Parkway,Chicago,IL,60601,503
327,Denver General Hospital #327,General Hospital,2808 Health Parkway,Denver,CO,80201,794
328,Dallas General Hospital #328,General Hospital,8029 Health Parkway,Dallas,TX,75201,638
329,New York General Hospital #329,General Hospital,7244 Health Parkway,New York,NY,10001,56
330,Dallas Specialty Clinic #330,Specialty Clinic,110 Health Parkway,Dallas,TX,75201,469
331,San Diego Diagnostic Center #331,Diagnostic Center,429 Health Parkway,San Diego,CA,92101,744
332,Philadelphia Specialty Clinic #332,Specialty Clinic,6720 Health Parkway,Philadelphia,PA,19101,86
333,Los Angeles General Hospital #333,General Hospital,4952 Health Parkway,Los Angeles,CA,90001,735
334,Chicago Urgent Care #334,Urgent Care,3523 Health Parkway,Chicago,IL,60601,265
335,Denver Urgent Care #335,Urgent Care,3595 Health Parkway,Denver,CO,80201,575
336,New York General Hospital #336,General Hospital,3385 Health Parkway,New York,NY,10001,387
337,San Antonio General Hospital #337,General Hospital,3340 Health Parkway,San Antonio,TX,78201,510
338,Boston General Hospital #338,General Hospital,1173 Health Parkway,Boston,MA,02101,260
339,Denver Specialty Clinic #339,Specialty Clinic,3252 Health Parkway,Denver,CO,80201,767
340,Seattle General Hospital #340,General Hospital,6991 Health Parkway,Seattle,WA,98101,194
341,Philadelphia Urgent Care #341,Urgent Care,6198 Health Parkway,Philadelphia,PA,19101,362
342,Los Angeles General Hospital #342,General Hospital,7959 Health Parkway,Los Angeles,CA,90001,511
343,Boston Specialty Clinic #343,Specialty Clinic,3078 Health Parkway,Boston,MA,02101,382
344,San Antonio Urgent Care #344,Urgent Care,4977 Health Parkway,San Antonio,TX,78201,562
345,Los Angeles Specialty Clinic #345,Specialty Clinic,279 Health Parkway,Los Angeles,CA,90001,99
346,San Antonio General Hospital #346,General Hospital,3566 Health Parkway,San Antonio,TX,78201,89
347,Denver Specialty Clinic #347,Specialty Clinic,4633 Health Parkway,Denver,CO,80201,238
348,Houston Diagnostic Center #348,Diagnostic Center,4308 Health Parkway,Houston,TX,77001,390
349,Houston Urgent Care #349,Urgent Care,3197 Health Parkway,Houston,TX,77001,621
350,Chicago Urgent Care #350,Urgent Care,4150 Health Parkway,Chicago,IL,60601,204
351,Austin Specialty Clinic #351,Specialty Clinic,7889 Health Parkway,Austin,TX,78701,139
352,San Jose Urgent Care #352,Urgent Care,2665 Health Parkway,San Jose,CA,95101,15
353,Dallas Diagnostic Center #353,Diagnostic Center,6606 Health Parkway,Dallas,TX,75201,724
354,Houston Urgent Care #354,Urgent Care,8011 Health Parkway,Houston,TX,77001,583
355,San Diego General Hospital #355,General Hospital,3112 Health Parkway,San Diego,CA,92101,644
356,Houston Urgent Care #356,Urgent Care,1841 Health Parkway,Houston,TX,77001,401
357,Seattle Urgent Care #357,Urgent Care,8448 Health Parkway,Seattle,WA,98101,568
358,Chicago Specialty Clinic #358,Specialty Clinic,2827 Health Parkway,Chicago,IL,60601,491
359,Boston General Hospital #359,General Hospital,7255 Health Parkway,Boston,MA,02101,459
360,San Antonio Specialty Clinic #360,Specialty Clinic,5811 Health Parkway,San Antonio,TX,78201,555
361,Denver General Hospital #361,General Hospital,4654 Health Parkway,Denver,CO,80201,462
362,Austin General Hospital #362,General Hospital,7412 Health Parkway,Austin,TX,78701,183
363,New York General Hospital #363,General Hospital,1163 Health Parkway,New York,NY,10001,190
364,Boston Urgent Care #364,Urgent Care,5353 Health Parkway,Boston,MA,02101,703
365,Seattle Specialty Clinic #365,Specialty Clinic,5262 Health Parkway,Seattle,WA,98101,525
366,Dallas Specialty Clinic #366,Specialty Clinic,3903 Health Parkway,Dallas,TX,75201,663
367,Jacksonville Urgent Care #367,Urgent Care,1076 Health Parkway,Jacksonville,FL,32201,482
368,Seattle Diagnostic Center #368,Diagnostic Center,4423 Health Parkway,Seattle,WA,98101,711
369,Dallas Diagnostic Center #369,Diagnostic Center,6571 Health Parkway,Dallas,TX,75201,93
370,Boston General Hospital #370,General Hospital,6650 Health Parkway,Boston,MA,02101,583
371,San Antonio Specialty Clinic #371,Specialty Clinic,6960 Health Parkway,San Antonio,TX,78201,308
372,Denver General Hospital #372,General Hospital,6121 Health Parkway,Denver,CO,80201,539
373,Los Angeles General Hospital #373,General Hospital,6691 Health Parkway,Los Angeles,CA,90001,71
374,Seattle Diagnostic Center #374,Diagnostic Center,6699 Health Parkway,Seattle,WA,98101,101
375,Boston General Hospital #375,General Hospital,8099 Health Parkway,Boston,MA,02101,415
376,San Antonio General Hospital #376,General Hospital,9423 Health Parkway,San Antonio,TX,78201,706
377,New York Diagnostic Center #377,Diagnostic Center,359 Health Parkway,New York,NY,10001,133
378,Austin Diagnostic Center #378,Diagnostic Center,6573 Health Parkway,Austin,TX,78701,772
379,New York Specialty Clinic #379,Specialty Clinic,1954 Health Parkway,New York,NY,10001,26
380,San Antonio Urgent Care #380,Urgent Care,1103 Health Parkway,San Antonio,TX,78201,465
381,San Antonio General Hospital #381,General Hospital,4101 Health Parkway,San Antonio,TX,78201,267
382,Chicago Specialty Clinic #382,Specialty Clinic,8776 Health Parkway,Chicago,IL,60601,269
383,Seattle Diagnostic Center #383,Diagnostic Center,2894 Health Parkway,Seattle,WA,98101,571
384,Phoenix Specialty Clinic #384,Specialty Clinic,1445 Health Parkway,Phoenix,AZ,85001,504
385,Philadelphia Urgent Care #385,Urgent Care,8531 Health Parkway,Philadelphia,PA,19101,11
386,Seattle Specialty Clinic #386,Specialty Clinic,9708 Health Parkway,Seattle,WA,98101,779
387,Austin Specialty Clinic #387,Specialty Clinic,857 Health Parkway,Austin,TX,78701,728
388,Chicago Specialty Clinic #388,Specialty Clinic,2708 Health Parkway,Chicago,IL,60601,19
389,Phoenix Specialty Clinic #389,Specialty Clinic,1107 Health Parkway,Phoenix,AZ,85001,379
390,New York Specialty Clinic #390,Specialty Clinic,6029 Health Parkway,New York,NY,10001,240
391,Boston Diagnostic Center #391,Diagnostic Center,6488 Health Parkway,Boston,MA,02101,439
392,San Jose Specialty Clinic #392,Specialty Clinic,5963 Health Parkway,San Jose,CA,95101,711
393,San Jose General Hospital #393,General Hospital,1855 Health Parkway,San Jose,CA,95101,347
394,Boston General Hospital #394,General Hospital,3059 Health Parkway,Boston,MA,02101,722
395,Phoenix General Hospital #395,General Hospital,7570 Health Parkway,Phoenix,AZ,85001,117
396,San Antonio Diagnostic Center #396,Diagnostic Center,6586 Health Parkway,San Antonio,TX,78201,688
397,Dallas Diagnostic Center #397,Diagnostic Center,5136 Health Parkway,Dallas,TX,75201,645
398,New York Diagnostic Center #398,Diagnostic Center,8283 Health Parkway,New York,NY,10001,664
399,Chicago Urgent Care #399,Urgent Care,5649 Health Parkway,Chicago,IL,60601,243
400,New York Diagnostic Center #400,Diagnostic Center,1796 Health Parkway,New York,NY,10001,163
401,Boston Specialty Clinic #401,Specialty Clinic,117 Health Parkway,Boston,MA,02101,65
402,Phoenix Diagnostic Center #402,Diagnostic Center,1601 Health Parkway,Phoenix,AZ,85001,398
403,Chicago Specialty Clinic #403,Specialty Clinic,3898 Health Parkway,Chicago,IL,60601,219
404,Phoenix General Hospital #404,General Hospital,8260 Health Parkway,Phoenix,AZ,85001,412
405,Chicago Urgent Care #405,Urgent Care,1614 Health Parkway,Chicago,IL,60601,336
406,Denver Specialty Clinic #406,Specialty Clinic,7191 Health Parkway,Denver,CO,80201,472
407,Houston General Hospital #407,General Hospital,6606 Health Parkway,Houston,TX,77001,741
408,Boston Specialty Clinic #408,Specialty Clinic,5998 Health Parkway,Boston,MA,02101,576
409,Los Angeles General Hospital #409,General Hospital,9170 Health Parkway,Los Angeles,CA,90001,757
410,Denver General Hospital #410,General Hospital,9666 Health Parkway,Denver,CO,80201,486
411,Philadelphia Diagnostic Center #411,Diagnostic Center,9840 Health Parkway,Philadelphia,PA,19101,146
412,Phoenix General Hospital #412,General Hospital,7075 Health Parkway,Phoenix,AZ,85001,458
413,Chicago Diagnostic Center #413,Diagnostic Center,5495 Health Parkway,Chicago,IL,60601,299
414,Denver Specialty Clinic #414,Specialty Clinic,1930 Health Parkway,Denver,CO,80201,190
415,Los Angeles Specialty Clinic #415,Specialty Clinic,7127 Health Parkway,Los Angeles,CA,90001,710
416,Austin Diagnostic Center #416,Diagnostic Center,2910 Health Parkway,Austin,TX,78701,435
417,San Jose Diagnostic Center #417,Diagnostic Center,3050 Health Parkway,San Jose,CA,95101,670
418,New York General Hospital #418,General Hospital,6450 Health Parkway,New York,NY,10001,51
419,Boston Diagnostic Center #419,Diagnostic Center,3187 Health Parkway,Boston,MA,02101,415
420,Chicago General Hospital #420,General Hospital,3545 Health Parkway,Chicago,IL,60601,285
421,Denver General Hospital #421,General Hospital,8252 Health Parkway,Denver,CO,80201,507
422,San Jose Diagnostic Center #422,Diagnostic Center,3398 Health Parkway,San Jose,CA,95101,209
423,Boston Urgent Care #423,Urgent Care,1478 Health Parkway,Boston,MA,02101,257
424,Phoenix Diagnostic Center #424,Diagnostic Center,2339 Health Parkway,Phoenix,AZ,85001,519
425,Jacksonville Urgent Care #425,Urgent Care,2048 Health Parkway,Jacksonville,FL,32201,533
426,San Diego General Hospital #426,General Hospital,3001 Health Parkway,San Diego,CA,92101,91
427,Jacksonville Specialty Clinic #427,Specialty Clinic,321 Health Parkway,Jacksonville,FL,32201,474
428,Seattle Specialty Clinic #428,Specialty Clinic,7502 Health Parkway,Seattle,WA,98101,751
429,Boston Specialty Clinic #429,Specialty Clinic,3750 Health Parkway,Boston,MA,02101,680
430,Austin Specialty Clinic #430,Specialty Clinic,1391 Health Parkway,Austin,TX,78701,400
431,Seattle Urgent Care #431,Urgent Care,7584 Health Parkway,Seattle,WA,98101,56
432,Los Angeles Diagnostic Center #432,Diagnostic Center,7040 Health Parkway,Los Angeles,CA,90001,696
433,Seattle General Hospital #433,General Hospital,9055 Health Parkway,Seattle,WA,98101,728
434,Houston General Hospital #434,General Hospital,1133 Health Parkway,Houston,TX,77001,509
435,Houston Urgent Care #435,Urgent Care,8076 Health Parkway,Houston,TX,77001,599
436,San Diego General Hospital #436,General Hospital,9125 Health Parkway,San Diego,CA,92101,617
437,Chicago General Hospital #437,General Hospital,5335 Health Parkway,Chicago,IL,60601,180
438,Austin General Hospital #438,General Hospital,6759 Health Parkway,Austin,TX,78701,705
439,San Jose Diagnostic Center #439,Diagnostic Center,5672 Health Parkway,San Jose,CA,95101,714
440,Seattle Urgent Care #440,Urgent Care,2557 Health Parkway,Seattle,WA,98101,607
441,Denver General Hospital #441,General Hospital,7269 Health Parkway,Denver,CO,80201,652
442,Chicago Specialty Clinic #442,Specialty Clinic,3763 Health Parkway,Chicago,IL,60601,407
443,Phoenix General Hospital #443,General Hospital,2378 Health Parkway,Phoenix,AZ,85001,782
444,Seattle Urgent Care #444,Urgent Care,9863 Health Parkway,Seattle,WA,98101,259
445,San Jose Diagnostic Center #445,Diagnostic Center,3643 Health Parkway,San Jose,CA,95101,114
446,Dallas Urgent Care #446,Urgent Care,3143 Health Parkway,Dallas,TX,75201,19
447,New York Diagnostic Center #447,Diagnostic Center,2739 Health Parkway,New York,NY,10001,788
448,Philadelphia Diagnostic Center #448,Diagnostic Center,3690 Health Parkway,Philadelphia,PA,19101,775
449,Austin Diagnostic Center #449,Diagnostic Center,2472 Health Parkway,Austin,TX,78701,475
450,Dallas Diagnostic Center #450,Diagnostic Center,1505 Health Parkway,Dallas,TX,75201,116
451,Austin Specialty Clinic #451,Specialty Clinic,2476 Health Parkway,Austin,TX,78701,411
452,Philadelphia Specialty Clinic #452,Specialty Clinic,6681 Health Parkway,Philadelphia,PA,19101,163
453,Boston General Hospital #453,General Hospital,6236 Health Parkway,Boston,MA,02101,384
454,Dallas Diagnostic Center #454,Diagnostic Center,5887 Health Parkway,Dallas,TX,75201,22
455,Seattle Diagnostic Center #455,Diagnostic Center,7947 Health Parkway,Seattle,WA,98101,514
456,San Antonio Diagnostic Center #456,Diagnostic Center,6855 Health Parkway,San Antonio,TX,78201,50
457,New York Specialty Clinic #457,Specialty Clinic,503 Health Parkway,New York,NY,10001,35
458,San Antonio Specialty Clinic #458,Specialty Clinic,9590 Health Parkway,San Antonio,TX,78201,641
459,Los Angeles Urgent Care #459,Urgent Care,6270 Health Parkway,Los Angeles,CA,90001,662
460,Seattle Diagnostic Center #460,Diagnostic Center,9735 Health Parkway,Seattle,WA,98101,552
461,San Antonio General Hospital #461,General Hospital,6481 Health Parkway,San Antonio,TX,78201,147
462,Denver Diagnostic Center #462,Diagnostic Center,4441 Health Parkway,Denver,CO,80201,494
463,Philadelphia Urgent Care #463,Urgent Care,8237 Health Parkway,Philadelphia,PA,19101,642
464,Chicago Diagnostic Center #464,Diagnostic Center,9462 Health Parkway,Chicago,IL,60601,793
465,Denver Urgent Care #465,Urgent Care,3888 Health Parkway,Denver,CO,80201,786
466,Denver General Hospital #466,General Hospital,8358 Health Parkway,Denver,CO,80201,439
467,New York Specialty Clinic #467,Specialty Clinic,9719 Health Parkway,New York,NY,10001,780
468,Dallas Urgent Care #468,Urgent Care,3226 Health Parkway,Dallas,TX,75201,654
469,Dallas Specialty Clinic #469,Specialty Clinic,9959 Health Parkway,Dallas,TX,75201,36
470,San Jose Diagnostic Center #470,Diagnostic Center,3056 Health Parkway,San Jose,CA,95101,166
471,San Diego Diagnostic Center #471,Diagnostic Center,3721 Health Parkway,San Diego,CA,92101,534
472,Phoenix Specialty Clinic #472,Specialty Clinic,6706 Health Parkway,Phoenix,AZ,85001,341
473,Austin Urgent Care #473,Urgent Care,5105 Health Parkway,Austin,TX,78701,226
474,Phoenix Urgent Care #474,Urgent Care,4214 Health Parkway,Phoenix,AZ,85001,526
475,Dallas Specialty Clinic #475,Specialty Clinic,4930 Health Parkway,Dallas,TX,75201,788
476,San Antonio Specialty Clinic #476,Specialty Clinic,4814 Health Parkway,San Antonio,TX,78201,249
477,New York Diagnostic Center #477,Diagnostic Center,7655 Health Parkway,New York,NY,10001,474
478,Phoenix Urgent Care #478,Urgent Care,747 Health Parkway,Phoenix,AZ,85001,565
479,San Diego Diagnostic Center #479,Diagnostic Center,8887 Health Parkway,San Diego,CA,92101,465
480,Chicago Diagnostic Center #480,Diagnostic Center,7222 Health Parkway,Chicago,IL,60601,636
481,Los Angeles Urgent Care #481,Urgent Care,7753 Health Parkway,Los Angeles,CA,90001,390
482,New York General Hospital #482,General Hospital,7633 Health Parkway,New York,NY,10001,327
483,Denver Urgent Care #483,Urgent Care,1275 Health Parkway,Denver,CO,80201,429
484,Phoenix Urgent Care #484,Urgent Care,7644 Health Parkway,Phoenix,AZ,85001,473
485,Phoenix General Hospital #485,General Hospital,1254 Health Parkway,Phoenix,AZ,85001,116
486,Seattle Urgent Care #486,Urgent Care,6116 Health Parkway,Seattle,WA,98101,107
487,Los Angeles Specialty Clinic #487,Specialty Clinic,4580 Health Parkway,Los Angeles,CA,90001,649
488,Houston Diagnostic Center #488,Diagnostic Center,5797 Health Parkway,Houston,TX,77001,176
489,Phoenix Diagnostic Center #489,Diagnostic Center,447 Health Parkway,Phoenix,AZ,85001,66
490,Austin Urgent Care #490,Urgent Care,6758 Health Parkway,Austin,TX,78701,246
491,Chicago Diagnostic Center #491,Diagnostic Center,1448 Health Parkway,Chicago,IL,60601,478
492,Phoenix Specialty Clinic #492,Specialty Clinic,6739 Health Parkway,Phoenix,AZ,85001,686
493,New York Specialty Clinic #493,Specialty Clinic,6208 Health Parkway,New York,NY,10001,385
494,San Jose Urgent Care #494,Urgent Care,4323 Health Parkway,San Jose,CA,95101,502
495,Phoenix General Hospital #495,General Hospital,691 Health Parkway,Phoenix,AZ,85001,733
496,San Antonio Diagnostic Center #496,Diagnostic Center,6408 Health Parkway,San Antonio,TX,78201,354
497,Boston Urgent Care #497,Urgent Care,6299 Health Parkway,Boston,MA,02101,294
498,Jacksonville General Hospital #498,General Hospital,6038 Health Parkway,Jacksonville,FL,32201,731
499,San Antonio Specialty Clinic #499,Specialty Clinic,5597 Health Parkway,San Antonio,TX,78201,787
500,Dallas Urgent Care #500,Urgent Care,8706 Health Parkway,Dallas,TX,75201,721
